Oid,SheetName,ClassName,Name,Value,Units,
2442,Column,TraySection,Stages(9).StageVaporMassFlow,0.771160999,kg/s,
2442,Column,TraySection,Stages(9).StageVaporMassHeatCapacity,1896.392196,J/(kg.K),
2442,Column,TraySection,Stages(9).StageVaporMassVaporFraction,,fraction,
2442,Column,TraySection,Stages(9).StageVaporMolarDensity,0.053353668,kmol/m^3,
2442,Column,TraySection,Stages(9).StageVaporMolarEnthalpy,-240221812.6,J/kmol,
2442,Column,TraySection,Stages(9).StageVaporMolarEntropy,-38762.13936,J/(kmol.K),
2442,Column,TraySection,Stages(9).StageVaporMolarFlow,0.041936555,kmol/s,
2442,Column,TraySection,Stages(9).StageVaporMolarHeatCapacity,34872.28947,J/(kmol.K),
2442,Column,TraySection,Stages(9).StageVaporMolecularWeight,18.38875394,g/mol,
2442,Column,TraySection,Stages(9).StageVaporPressure,170990.026,Pa,
2442,Column,TraySection,Stages(9).StageVaporTemperature,390.49828,K,
2442,Column,TraySection,Stages(9).StageVaporVaporFraction,,,
2442,Column,TraySection,Stages(9).StageVaporViscosity,1.34E-05,(N/m^2).s,
2442,Column,TraySection,Stages(9).StageVaporVolumetricFlow,0.786010725,m^3/s,
2442,Column,TraySection,Stages(10).IsCondenserStage,0,,
2442,Column,TraySection,Stages(10).IsReboilerStage,0,,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(1),0.093077608,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(2),0.905204987,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(3),0.001578042,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(4),0.000139362,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(5),1.96E-12,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(6),2.41E-12,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(7),0,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(8),0,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(9),0,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(10),0,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(11),0,mol/mol,
2442,Column,TraySection,Stages(10).LiquidComponentMolefraction(12),1,mol/mol,
2442,Column,TraySection,Stages(10).StageCO2Efficiency,,%,
2442,Column,TraySection,Stages(10).StageExternalHeatFlow,0,W,
2442,Column,TraySection,Stages(10).StageFeedMassFlow,8.107378432,kg/s,
2442,Column,TraySection,Stages(10).StageFeedMolarFlow,0.309093879,kmol/s,
2442,Column,TraySection,Stages(10).StageFracHeavyAqueousLiquid,,,
2442,Column,TraySection,Stages(10).StageH2SEfficiency,,%,
2442,Column,TraySection,Stages(10).StageHeatFlow,0,W,
2442,Column,TraySection,Stages(10).StageHETP,,m,
2442,Column,TraySection,Stages(10).StageHoldupHeatFlow,,W,
2442,Column,TraySection,Stages(10).StageLightLiquidFraction,0.01,fraction,
2442,Column,TraySection,Stages(10).StageLiquid1BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(10).StageLiquid1BubblePointTemperature,,K,
2442,Column,TraySection,Stages(10).StageLiquid1Compressibility,0.001489721,unitless,
2442,Column,TraySection,Stages(10).StageLiquid1DewPointPressure,,Pa,
2442,Column,TraySection,Stages(10).StageLiquid1DewPointTemperature,,K,
2442,Column,TraySection,Stages(10).StageLiquid1MassDensity,974.7757174,kg/m^3,
2442,Column,TraySection,Stages(10).StageLiquid1MassEnthalpy,-10707277.02,J/kg,
2442,Column,TraySection,Stages(10).StageLiquid1MassEntropy,-7396.688156,J/(kg.K),
2442,Column,TraySection,Stages(10).StageLiquid1MassHeatCapacity,3679.370457,J/(kg.K),
2442,Column,TraySection,Stages(10).StageLiquid1MolarDensity,35.48096995,kmol/m^3,
2442,Column,TraySection,Stages(10).StageLiquid1MolarEnthalpy,-294163143.1,J/kmol,
2442,Column,TraySection,Stages(10).StageLiquid1MolarEntropy,-203210.6792,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageLiquid1MolarHeatCapacity,101084.0736,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageLiquid1MolecularWeight,27.47319814,g/mol,
2442,Column,TraySection,Stages(10).StageLiquid1Pressure,171679.502,Pa,
2442,Column,TraySection,Stages(10).StageLiquid1SurfaceTension,0.038531829,N/m,
2442,Column,TraySection,Stages(10).StageLiquid1Temperature,390.653174,K,
2442,Column,TraySection,Stages(10).StageLiquid1Viscosity,0.000573275,(N/m^2).s,
2442,Column,TraySection,Stages(10).StageLiquid2BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(10).StageLiquid2BubblePointTemperature,,K,
2442,Column,TraySection,Stages(10).StageLiquid2Compressibility,,unitless,
2442,Column,TraySection,Stages(10).StageLiquid2DewPointPressure,,Pa,
2442,Column,TraySection,Stages(10).StageLiquid2DewPointTemperature,,K,
2442,Column,TraySection,Stages(10).StageLiquid2MassDensity,,kg/m^3,
2442,Column,TraySection,Stages(10).StageLiquid2MassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(10).StageLiquid2MassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(10).StageLiquid2MassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(10).StageLiquid2MolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(10).StageLiquid2MolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(10).StageLiquid2MolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageLiquid2MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageLiquid2MolecularWeight,,g/mol,
2442,Column,TraySection,Stages(10).StageLiquid2Pressure,171679.5013,Pa,
2442,Column,TraySection,Stages(10).StageLiquid2SurfaceTension,,N/m,
2442,Column,TraySection,Stages(10).StageLiquid2Temperature,,K,
2442,Column,TraySection,Stages(10).StageLiquid2Viscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(10).StageLiquidBubblePointPressure,171679.502,Pa,
2442,Column,TraySection,Stages(10).StageLiquidBubblePointTemperature,390.653174,K,
2442,Column,TraySection,Stages(10).StageLiquidCompressibility,0.001489721,unitless,
2442,Column,TraySection,Stages(10).StageLiquidDewPointPressure,,Pa,
2442,Column,TraySection,Stages(10).StageLiquidDewPointTemperature,,K,
2442,Column,TraySection,Stages(10).StageLiquidFeedMassFlow,7.334805728,kg/s,
2442,Column,TraySection,Stages(10).StageLiquidFeedMolarFlow,0.266875629,kmol/s,
2442,Column,TraySection,Stages(10).StageLiquidFlowEstimate,,kmol/s,
2442,Column,TraySection,Stages(10).StageLiquidHeatFlow,-78543998.57,W,
2442,Column,TraySection,Stages(10).StageLiquidMassDensity,974.7757174,kg/m^3,
2442,Column,TraySection,Stages(10).StageLiquidMassEnthalpy,-10707277.02,J/kg,
2442,Column,TraySection,Stages(10).StageLiquidMassEntropy,-7396.688156,J/(kg.K),
2442,Column,TraySection,Stages(10).StageLiquidMassFlow,7.335571725,kg/s,
2442,Column,TraySection,Stages(10).StageLiquidMassHeatCapacity,3679.370457,J/(kg.K),
2442,Column,TraySection,Stages(10).StageLiquidMolarDensity,35.48096995,kmol/m^3,
2442,Column,TraySection,Stages(10).StageLiquidMolarEnthalpy,-294163143.1,J/kmol,
2442,Column,TraySection,Stages(10).StageLiquidMolarEntropy,-203210.6792,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageLiquidMolarFlow,0.267008293,kmol/s,
2442,Column,TraySection,Stages(10).StageLiquidMolarHeatCapacity,101084.0736,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageLiquidMolecularWeight,27.47319814,g/mol,
2442,Column,TraySection,Stages(10).StageLiquidPressure,171679.502,Pa,
2442,Column,TraySection,Stages(10).StageLiquidSurfaceTension,0.038531829,N/m,
2442,Column,TraySection,Stages(10).StageLiquidTemperature,390.653174,K,
2442,Column,TraySection,Stages(10).StageLiquidViscosity,0.000573275,(N/m^2).s,
2442,Column,TraySection,Stages(10).StageLiquidVolumetricFlow,0.007525394,m^3/s,
2442,Column,TraySection,Stages(10).StageMoleHoldup,0,kmol,
2442,Column,TraySection,Stages(10).StageName,10,,
2442,Column,TraySection,Stages(10).StageOverallEfficiency,0,unitless,
2442,Column,TraySection,Stages(10).StagePressure,171679.502,Pa,
2442,Column,TraySection,Stages(10).StageSubcoolDeltaTemperature,,K,
2442,Column,TraySection,Stages(10).StageSubcoolTemperature,,K,
2442,Column,TraySection,Stages(10).StageTemperature,390.653174,K,
2442,Column,TraySection,Stages(10).StageTemperatureEstimate,390.547836,K,
2442,Column,TraySection,Stages(10).StageVaporBubblePointPressure,,Pa,
2442,Column,TraySection,Stages(10).StageVaporBubblePointTemperature,,K,
2442,Column,TraySection,Stages(10).StageVaporCompressibility,0.987035842,unitless,
2442,Column,TraySection,Stages(10).StageVaporDewPointPressure,171679.502,Pa,
2442,Column,TraySection,Stages(10).StageVaporDewPointTemperature,390.653174,K,
2442,Column,TraySection,Stages(10).StageVaporFeedMassFlow,0.772572704,kg/s,
2442,Column,TraySection,Stages(10).StageVaporFeedMolarFlow,0.042218249,kmol/s,
2442,Column,TraySection,Stages(10).StageVaporFlowEstimate,,kmol/s,
2442,Column,TraySection,Stages(10).StageVaporHeatFlow,-10104000.85,W,
2442,Column,TraySection,Stages(10).StageVaporMassDensity,0.982022792,kg/m^3,
2442,Column,TraySection,Stages(10).StageVaporMassEnthalpy,-13091362.04,J/kg,
2442,Column,TraySection,Stages(10).StageVaporMassEntropy,-2126.254706,J/(kg.K),
2442,Column,TraySection,Stages(10).StageVaporMassFlow,0.771806694,kg/s,
2442,Column,TraySection,Stages(10).StageVaporMassHeatCapacity,1901.137462,J/(kg.K),
2442,Column,TraySection,Stages(10).StageVaporMassVaporFraction,,fraction,
2442,Column,TraySection,Stages(10).StageVaporMolarDensity,0.053548388,kmol/m^3,
2442,Column,TraySection,Stages(10).StageVaporMolarEnthalpy,-240082221.3,J/kmol,
2442,Column,TraySection,Stages(10).StageVaporMolarEntropy,-38993.34167,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageVaporMolarFlow,0.042085586,kmol/s,
2442,Column,TraySection,Stages(10).StageVaporMolarHeatCapacity,34864.92113,J/(kmol.K),
2442,Column,TraySection,Stages(10).StageVaporMolecularWeight,18.33897959,g/mol,
2442,Column,TraySection,Stages(10).StageVaporPressure,171679.502,Pa,
2442,Column,TraySection,Stages(10).StageVaporTemperature,390.67209,K,
2442,Column,TraySection,Stages(10).StageVaporVaporFraction,,,
2442,Column,TraySection,Stages(10).StageVaporViscosity,1.34E-05,(N/m^2).s,
2442,Column,TraySection,Stages(10).StageVaporVolumetricFlow,0.785935622,m^3/s,
2442,Column,TraySection,Stages(11).IsCondenserStage,0,,
2442,Column,TraySection,Stages(11).IsReboilerStage,0,,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(1),0.093035949,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(2),0.905452601,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(3),0.001405655,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(4),0.000105795,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(5),5.67E-13,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(6),7.55E-13,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(7),0,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(8),0,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(9),0,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(10),0,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(11),0,mol/mol,
2442,Column,TraySection,Stages(11).LiquidComponentMolefraction(12),1,mol/mol,
2442,Column,TraySection,Stages(11).StageCO2Efficiency,,%,
2442,Column,TraySection,Stages(11).StageExternalHeatFlow,0,W,
2442,Column,TraySection,Stages(11).StageFeedMassFlow,8.109010279,kg/s,
2442,Column,TraySection,Stages(11).StageFeedMolarFlow,0.309347845,kmol/s,
2442,Column,TraySection,Stages(11).StageFracHeavyAqueousLiquid,,,
2442,Column,TraySection,Stages(11).StageH2SEfficiency,,%,
2442,Column,TraySection,Stages(11).StageHeatFlow,0,W,
2442,Column,TraySection,Stages(11).StageHETP,,m,
2442,Column,TraySection,Stages(11).StageHoldupHeatFlow,,W,
2442,Column,TraySection,Stages(11).StageLightLiquidFraction,0.01,fraction,
2442,Column,TraySection,Stages(11).StageLiquid1BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(11).StageLiquid1BubblePointTemperature,,K,
2442,Column,TraySection,Stages(11).StageLiquid1Compressibility,0.001495117,unitless,
2442,Column,TraySection,Stages(11).StageLiquid1DewPointPressure,,Pa,
2442,Column,TraySection,Stages(11).StageLiquid1DewPointTemperature,,K,
2442,Column,TraySection,Stages(11).StageLiquid1MassDensity,974.4220842,kg/m^3,
2442,Column,TraySection,Stages(11).StageLiquid1MassEnthalpy,-10709262.97,J/kg,
2442,Column,TraySection,Stages(11).StageLiquid1MassEntropy,-7396.941431,J/(kg.K),
2442,Column,TraySection,Stages(11).StageLiquid1MassHeatCapacity,3680.567606,J/(kg.K),
2442,Column,TraySection,Stages(11).StageLiquid1MolarDensity,35.48002347,kmol/m^3,
2442,Column,TraySection,Stages(11).StageLiquid1MolarEnthalpy,-294118811.8,J/kmol,
2442,Column,TraySection,Stages(11).StageLiquid1MolarEntropy,-203149.3325,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageLiquid1MolarHeatCapacity,101082.9759,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageLiquid1MolecularWeight,27.46396391,g/mol,
2442,Column,TraySection,Stages(11).StageLiquid1Pressure,172368.978,Pa,
2442,Column,TraySection,Stages(11).StageLiquid1SurfaceTension,0.038490035,N/m,
2442,Column,TraySection,Stages(11).StageLiquid1Temperature,390.816775,K,
2442,Column,TraySection,Stages(11).StageLiquid1Viscosity,0.000569811,(N/m^2).s,
2442,Column,TraySection,Stages(11).StageLiquid2BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(11).StageLiquid2BubblePointTemperature,,K,
2442,Column,TraySection,Stages(11).StageLiquid2Compressibility,,unitless,
2442,Column,TraySection,Stages(11).StageLiquid2DewPointPressure,,Pa,
2442,Column,TraySection,Stages(11).StageLiquid2DewPointTemperature,,K,
2442,Column,TraySection,Stages(11).StageLiquid2MassDensity,,kg/m^3,
2442,Column,TraySection,Stages(11).StageLiquid2MassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(11).StageLiquid2MassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(11).StageLiquid2MassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(11).StageLiquid2MolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(11).StageLiquid2MolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(11).StageLiquid2MolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageLiquid2MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageLiquid2MolecularWeight,,g/mol,
2442,Column,TraySection,Stages(11).StageLiquid2Pressure,172368.9772,Pa,
2442,Column,TraySection,Stages(11).StageLiquid2SurfaceTension,,N/m,
2442,Column,TraySection,Stages(11).StageLiquid2Temperature,,K,
2442,Column,TraySection,Stages(11).StageLiquid2Viscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(11).StageLiquidBubblePointPressure,172368.978,Pa,
2442,Column,TraySection,Stages(11).StageLiquidBubblePointTemperature,390.816775,K,
2442,Column,TraySection,Stages(11).StageLiquidCompressibility,0.001495117,unitless,
2442,Column,TraySection,Stages(11).StageLiquidDewPointPressure,,Pa,
2442,Column,TraySection,Stages(11).StageLiquidDewPointTemperature,,K,
2442,Column,TraySection,Stages(11).StageLiquidFeedMassFlow,7.335571725,kg/s,
2442,Column,TraySection,Stages(11).StageLiquidFeedMolarFlow,0.267008293,kmol/s,
2442,Column,TraySection,Stages(11).StageLiquidFlowEstimate,,kmol/s,
2442,Column,TraySection,Stages(11).StageLiquidHeatFlow,-78567839.37,W,
2442,Column,TraySection,Stages(11).StageLiquidMassDensity,974.4220842,kg/m^3,
2442,Column,TraySection,Stages(11).StageLiquidMassEnthalpy,-10709262.97,J/kg,
2442,Column,TraySection,Stages(11).StageLiquidMassEntropy,-7396.941431,J/(kg.K),
2442,Column,TraySection,Stages(11).StageLiquidMassFlow,7.336437585,kg/s,
2442,Column,TraySection,Stages(11).StageLiquidMassHeatCapacity,3680.567606,J/(kg.K),
2442,Column,TraySection,Stages(11).StageLiquidMolarDensity,35.48002347,kmol/m^3,
2442,Column,TraySection,Stages(11).StageLiquidMolarEnthalpy,-294118811.8,J/kmol,
2442,Column,TraySection,Stages(11).StageLiquidMolarEntropy,-203149.3325,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageLiquidMolarFlow,0.267129596,kmol/s,
2442,Column,TraySection,Stages(11).StageLiquidMolarHeatCapacity,101082.9759,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageLiquidMolecularWeight,27.46396391,g/mol,
2442,Column,TraySection,Stages(11).StageLiquidPressure,172368.978,Pa,
2442,Column,TraySection,Stages(11).StageLiquidSurfaceTension,0.038490035,N/m,
2442,Column,TraySection,Stages(11).StageLiquidTemperature,390.816775,K,
2442,Column,TraySection,Stages(11).StageLiquidViscosity,0.000569811,(N/m^2).s,
2442,Column,TraySection,Stages(11).StageLiquidVolumetricFlow,0.007529014,m^3/s,
2442,Column,TraySection,Stages(11).StageMoleHoldup,0,kmol,
2442,Column,TraySection,Stages(11).StageName,11,,
2442,Column,TraySection,Stages(11).StageOverallEfficiency,0,unitless,
2442,Column,TraySection,Stages(11).StagePressure,172368.978,Pa,
2442,Column,TraySection,Stages(11).StageSubcoolDeltaTemperature,,K,
2442,Column,TraySection,Stages(11).StageSubcoolTemperature,,K,
2442,Column,TraySection,Stages(11).StageTemperature,390.816775,K,
2442,Column,TraySection,Stages(11).StageTemperatureEstimate,390.732077,K,
2442,Column,TraySection,Stages(11).StageVaporBubblePointPressure,,Pa,
2442,Column,TraySection,Stages(11).StageVaporBubblePointTemperature,,K,
2442,Column,TraySection,Stages(11).StageVaporCompressibility,0.98697707,unitless,
2442,Column,TraySection,Stages(11).StageVaporDewPointPressure,172368.978,Pa,
2442,Column,TraySection,Stages(11).StageVaporDewPointTemperature,390.816775,K,
2442,Column,TraySection,Stages(11).StageVaporFeedMassFlow,0.773438554,kg/s,
2442,Column,TraySection,Stages(11).StageVaporFeedMolarFlow,0.042339553,kmol/s,
2442,Column,TraySection,Stages(11).StageVaporFlowEstimate,,kmol/s,
2442,Column,TraySection,Stages(11).StageVaporHeatFlow,-10130155.32,W,
2442,Column,TraySection,Stages(11).StageVaporMassDensity,0.983495518,kg/m^3,
2442,Column,TraySection,Stages(11).StageVaporMassEnthalpy,-13112235.6,J/kg,
2442,Column,TraySection,Stages(11).StageVaporMassEntropy,-2140.92692,J/(kg.K),
2442,Column,TraySection,Stages(11).StageVaporMassFlow,0.772572704,kg/s,
2442,Column,TraySection,Stages(11).StageVaporMassHeatCapacity,1904.937982,J/(kg.K),
2442,Column,TraySection,Stages(11).StageVaporMassVaporFraction,,fraction,
2442,Column,TraySection,Stages(11).StageVaporMolarDensity,0.053744403,kmol/m^3,
2442,Column,TraySection,Stages(11).StageVaporMolarEnthalpy,-239947308.6,J/kmol,
2442,Column,TraySection,Stages(11).StageVaporMolarEntropy,-39177.88454,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageVaporMolarFlow,0.042218249,kmol/s,
2442,Column,TraySection,Stages(11).StageVaporMolarHeatCapacity,34859.40581,J/(kmol.K),
2442,Column,TraySection,Stages(11).StageVaporMolecularWeight,18.29949644,g/mol,
2442,Column,TraySection,Stages(11).StageVaporPressure,172368.978,Pa,
2442,Column,TraySection,Stages(11).StageVaporTemperature,390.833752,K,
2442,Column,TraySection,Stages(11).StageVaporVaporFraction,,,
2442,Column,TraySection,Stages(11).StageVaporViscosity,1.34E-05,(N/m^2).s,
2442,Column,TraySection,Stages(11).StageVaporVolumetricFlow,0.785537595,m^3/s,
2442,Column,TraySection,Stages(12).IsCondenserStage,0,,
2442,Column,TraySection,Stages(12).IsReboilerStage,0,,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(1),0.092997154,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(2),0.905659982,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(3),0.001260209,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(4),8.27E-05,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(5),1.64E-13,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(6),2.37E-13,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(7),0,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(8),0,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(9),0,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(10),0,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(11),0,mol/mol,
2442,Column,TraySection,Stages(12).LiquidComponentMolefraction(12),1,mol/mol,
2442,Column,TraySection,Stages(12).StageCO2Efficiency,,%,
2442,Column,TraySection,Stages(12).StageExternalHeatFlow,0,W,
2442,Column,TraySection,Stages(12).StageFeedMassFlow,8.110823423,kg/s,
2442,Column,TraySection,Stages(12).StageFeedMolarFlow,0.309582232,kmol/s,
2442,Column,TraySection,Stages(12).StageFracHeavyAqueousLiquid,,,
2442,Column,TraySection,Stages(12).StageH2SEfficiency,,%,
2442,Column,TraySection,Stages(12).StageHeatFlow,0,W,
2442,Column,TraySection,Stages(12).StageHETP,,m,
2442,Column,TraySection,Stages(12).StageHoldupHeatFlow,,W,
2442,Column,TraySection,Stages(12).StageLightLiquidFraction,0.01,fraction,
2442,Column,TraySection,Stages(12).StageLiquid1BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(12).StageLiquid1BubblePointTemperature,,K,
2442,Column,TraySection,Stages(12).StageLiquid1Compressibility,0.001500543,unitless,
2442,Column,TraySection,Stages(12).StageLiquid1DewPointPressure,,Pa,
2442,Column,TraySection,Stages(12).StageLiquid1DewPointTemperature,,K,
2442,Column,TraySection,Stages(12).StageLiquid1MassDensity,974.1104217,kg/m^3,
2442,Column,TraySection,Stages(12).StageLiquid1MassEnthalpy,-10710926.16,J/kg,
2442,Column,TraySection,Stages(12).StageLiquid1MassEntropy,-7396.974187,J/(kg.K),
2442,Column,TraySection,Stages(12).StageLiquid1MassHeatCapacity,3681.667251,J/(kg.K),
2442,Column,TraySection,Stages(12).StageLiquid1MolarDensity,35.47910917,kmol/m^3,
2442,Column,TraySection,Stages(12).StageLiquid1MolarEnthalpy,-294077981.2,J/kmol,
2442,Column,TraySection,Stages(12).StageLiquid1MolarEntropy,-203090.4894,J/(kmol.K),
2442,Column,TraySection,Stages(12).StageLiquid1MolarHeatCapacity,101083.441,J/(kmol.K),
2442,Column,TraySection,Stages(12).StageLiquid1MolecularWeight,27.45588726,g/mol,
2442,Column,TraySection,Stages(12).StageLiquid1Pressure,173058.454,Pa,
2442,Column,TraySection,Stages(12).StageLiquid1SurfaceTension,0.038453305,N/m,
2442,Column,TraySection,Stages(12).StageLiquid1Temperature,390.971295,K,
2442,Column,TraySection,Stages(12).StageLiquid1Viscosity,0.000566719,(N/m^2).s,
2442,Column,TraySection,Stages(12).StageLiquid2BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(12).StageLiquid2BubblePointTemperature,,K,
2442,Column,TraySection,Stages(12).StageLiquid2Compressibility,,unitless,
2442,Column,TraySection,Stages(12).StageLiquid2DewPointPressure,,Pa,
2442,Column,TraySection,Stages(12).StageLiquid2DewPointTemperature,,K,
2442,Column,TraySection,Stages(12).StageLiquid2MassDensity,,kg/m^3,
2442,Column,TraySection,Stages(12).StageLiquid2MassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(12).StageLiquid2MassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(12).StageLiquid2MassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(12).StageLiquid2MolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(12).StageLiquid2MolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(12).StageLiquid2MolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(12).StageLiquid2MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(12).StageLiquid2MolecularWeight,,g/mol,
2442,Column,TraySection,Stages(12).StageLiquid2Pressure,173058.4531,Pa,
2442,Column,TraySection,Stages(12).StageLiquid2SurfaceTension,,N/m,
2442,Column,TraySection,Stages(12).StageLiquid2Temperature,,K,
2442,Column,TraySection,Stages(12).StageLiquid2Viscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(12).StageLiquidBubblePointPressure,173058.454,Pa,
2442,Column,TraySection,Stages(12).StageLiquidBubblePointTemperature,390.971295,K,
2442,Column,TraySection,Stages(12).StageLiquidCompressibility,0.001500543,unitless,
2442,Column,TraySection,Stages(12).StageLiquidDewPointPressure,,Pa,
2442,Column,TraySection,Stages(12).StageLiquidDewPointTemperature,,K,
2442,Column,TraySection,Stages(12).StageLiquidFeedMassFlow,7.336437585,kg/s,
2442,Column,TraySection,Stages(12).StageLiquidFeedMolarFlow,0.267129596,kmol/s,
2442,Column,TraySection,Stages(12).StageLiquidFlowEstimate,,kmol/s,
2442,Column,TraySection,Stages(12).StageLiquidHeatFlow,-78590187.47,W,
2442,Column,TraySection,Stages(12).StageLiquidMassDensity,974.1104217,kg/m^3,
2442,Column,TraySection,Stages(12).StageLiquidMassEnthalpy,-10710926.16,J/kg,
2442,Column,TraySection,Stages(12).StageLiquidMassEntropy,-7396.974187,J/(kg.K),
2442,Column,TraySection,Stages(12).StageLiquidMassFlow,7.33738486,kg/s,
2442,Column,TraySection,Stages(12).StageLiquidMassHeatCapacity,3681.667251,J/(kg.K),
2442,Column,TraySection,Stages(12).StageLiquidMolarDensity,35.47910917,kmol/m^3,
2442,Column,TraySection,Stages(12).StageLiquidMolarEnthalpy,-294077981.2,J/kmol,
2442,Column,TraySection,Stages(12).StageLiquidMolarEntropy,-203090.4894,J/(kmol.K),
2442,Column,TraySection,Stages(12).StageLiquidMolarFlow,0.267242679,kmol/s,
2442,Column,TraySection,Stages(12).StageLiquidMolarHeatCapacity,101083.441,J/(kmol.K),
2442,Column,TraySection,Stages(12).StageLiquidMolecularWeight,27.45588726,g/mol,
2442,Column,TraySection,Stages(12).StageLiquidPressure,173058.454,Pa,
2442,Column,TraySection,Stages(12).StageLiquidSurfaceTension,0.038453305,N/m,
2442,Column,TraySection,Stages(12).StageLiquidTemperature,390.971295,K,
2442,Column,TraySection,Stages(12).StageLiquidViscosity,0.000566719,(N/m^2).s,
2442,Column,TraySection,Stages(12).StageLiquidVolumetricFlow,0.007532395,m^3/s,
2442,Column,TraySection,Stages(12).StageMoleHoldup,0,kmol,
2442,Column,TraySection,Stages(12).StageName,12,,
2442,Column,TraySection,Stages(12).StageOverallEfficiency,0,unitless,
2442,Column,TraySection,Stages(12).StagePressure,173058.454,Pa,
2442,Column,TraySection,Stages(12).StageSubcoolDeltaTemperature,,K,
2442,Column,TraySection,Stages(12).StageSubcoolTemperature,,K,
2442,Column,TraySection,Stages(12).StageTemperature,390.971295,K,
