Oid,SheetName,ClassName,Name,Value,Units,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFlow(7),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFlow(8),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFlow(9),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFlow(10),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFlow(11),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(1),0.000329623,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(2),0.764497,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(3),0.0979977,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(4),0.136506,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(5),0.000507312,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(6),0.000162326,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(7),0,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(8),0,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(9),0,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(10),0,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompBulkMoleFraction(11),0,kmol/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(1),MDEAmine,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(2),H2O,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(3),CO2,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(4),H2S,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(5),Methane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(6),Ethane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(7),Propane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(8),i-Butane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(9),n-Butane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(10),i-Pentane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompDBName(11),n-Pentane,,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(1),119.1600037,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(2),18.01510048,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(3),44.00970078,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(4),34.07600021,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(5),16.04290009,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(6),30.06990051,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(7),44.09700012,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(8),58.12400055,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(9),58.12400055,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(10),72.15100098,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompMolecularWeight(11),72.15100098,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(1),0.000998588,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(2),0.350140058,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(3),0.109645347,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(4),0.118277132,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(5),0.000206909,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(6),0.000124091,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(7),0,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(8),0,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(9),0,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(10),0,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFlow(11),0,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(1),0.00172351,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(2),0.604323,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(3),0.189242,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(4),0.20414,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(5),0.000357114,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(6),0.000214175,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(7),0,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(8),0,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(9),0,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(10),0,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMassFraction(11),0,kg/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(1),8.38E-06,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(2),0.019435735,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(3),0.002491386,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(4),0.003470379,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(5),1.29E-05,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(6),4.13E-06,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(7),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(8),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(9),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(10),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFlow(11),0,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(1),0.000329623,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(2),0.764497,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(3),0.0979977,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(4),0.136506,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(5),0.000507312,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(6),0.000162326,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(7),0,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(8),0,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(9),0,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(10),0,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).CompVapourMoleFraction(11),0,mol/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DBName,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Description,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkAccentricFactor,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkBubblePointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkCompressibility,,unitless,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkCriticalPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkCriticalTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkCriticalVolume,,m^3/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkDewPointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkDewPointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkEnthalphyFlow,,W,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkHeatCapacityRatio,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassDensityStandard,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassFlow,,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMassHeatCapacityConstVol,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolarEnthalpy,,kmol/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolarFlow,,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkMolecularWeight,,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkSurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkViscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryBulkVolumetricFlow,,m^3/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1AccentricFactor,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1CriticalPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1CriticalTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1CriticalVolume,,m^3/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolarFlow,,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolarFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1MolecularWeight,,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1SurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1ThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1Viscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid1ViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid2MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquid2MolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidAcentricFactor,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidCriticalPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidCriticalTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidCriticalVolume,,m^3/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolarFlow,,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolarFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidMolecularWeight,,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidSurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidViscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryLiquidViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DrySolidMolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporAccentricFactor,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporBubblePointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporBubblePointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporCompressibility,,unitless,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporCriticalPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporCriticalTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporCriticalVolume,,m^3/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporDewPointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporDewPointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporEnthalpyFlow,,W,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporHeatCapacityRatio,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassDensityStandard,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassFlow,,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMassHeatCapacityConstVol,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarFlow,,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporMolecularWeight,,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporSurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporViscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).DryVaporVolumetricFlow,,m^3/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).FlowsheetName,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).IsImplicitInSimulation,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1AccentricFactor,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1BubblePointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1Compressibility,,unitless,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1CriticalPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1CriticalTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1CriticalVolume,,m^3/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1DewPointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1DewPointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1EnthalpyFlow,,W,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1HeatCapacityRatio,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MassFlow,,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MassHeatCapacityConstVol,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarFlow,,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1MolecularWeight,,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1Pressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1SpecificGravityMole,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1StandardVolumetricFlow,,m^3/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1StdMassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1SurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1Temperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1ThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1Viscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1ViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid1VolumetricFlow,,m^3/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2AccentricFactor,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2BubblePointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2BubblePointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2Compressibility,,unitless,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2CriticalPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2CriticalTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2CriticalVolume,,m^3/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2DewPointPressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2DewPointTemperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2EnthalphyFlow,,W,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2HeatCapacityRatio,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MassEntropy,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MassFlow,,kg/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MassHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MassHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarDensity,,kmol/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarEnthalpy,,J/kmol,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarEntropy,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarFlow,,kmol/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolarHeatCapacityConstVol,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2MolecularWeight,,g/mol,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2Pressure,,Pa,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2SpecificGravityMole,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2StandardVolumetricFlow,,m^3/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2StdMassDensity,,kg/m^3,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2SurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2Temperature,,K,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2ThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2Viscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2ViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).Liquid2VolumetricFlow,,m^3/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidBubblePointPressure,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidBubblePointTemperature,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidCompressibility,,unitless,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidCriticalPressure,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidCriticalTemperature,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidCriticalVolume,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidDewPointPressure,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidDewPointTemperature,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidEnthalpyFlow,,W,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidHeatCapacityRatio,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassDensity,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassEnthalpy,,J/kg,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassEntropy,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassFlow,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassHeatCapacity,,J/(kg.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMassHeatCapacityConstVol,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarDensity,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarEnthalpy,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarEntropy,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarFlow,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarFraction,,fraction,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarHeatCapacity,,J/(kmol.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolarHeatCapacityConstVol,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidMolecularWeight,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidPressure,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidSpecificGravityMole,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidStandardLiquidVolumeFlowRate,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidStandardVolumetricFlow,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidStdMassDensity,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidSurfaceTension,,N/m,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidTemperature,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidThermalConductivity,,W/(m.K),
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidViscosity,,(N/m^2).s,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidViscosityKinematic,,m^2/s,
2442,Column,TraySection,Stages(1).TotalDraw(1).LiquidVolumetricFlow,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).Name,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).PhysicalAllocation,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).PhysicalPort,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).RefNameAspen,,,
2442,Column,TraySection,Stages(1).TotalDraw(1).RefNameHysys,,,
